Date,Open,High,Low,Close,Volume,QuoteVolume
"08/09/2021, 00:00:00",3435.89000000,3460.00000000,3385.01000000,3434.57000000,28433.71830000,97360615.42048200
"08/09/2021, 01:00:00",3434.84000000,3465.00000000,3377.08000000,3458.60000000,35355.03840000,121093479.86984400
"08/09/2021, 02:00:00",3458.61000000,3527.88000000,3425.00000000,3522.52000000,27639.70360000,96021051.49793400
"08/09/2021, 03:00:00",3523.01000000,3541.64000000,3490.27000000,3495.70000000,26406.83620000,92886691.41882100
"08/09/2021, 04:00:00",3495.67000000,3504.27000000,3404.17000000,3430.32000000,28112.17360000,96934693.51947500
"08/09/2021, 05:00:00",3430.12000000,3479.90000000,3415.10000000,3438.67000000,25290.08050000,87350913.79823700
"08/09/2021, 06:00:00",3439.00000000,3482.27000000,3405.08000000,3410.94000000,26111.07910000,89852266.28670100
"08/09/2021, 07:00:00",3410.93000000,3433.96000000,3283.46000000,3297.02000000,75388.88870000,252585341.01244200
"08/09/2021, 08:00:00",3297.01000000,3347.73000000,3246.92000000,3258.22000000,48317.76360000,159804160.47616900
"08/09/2021, 09:00:00",3258.65000000,3375.00000000,3215.16000000,3361.26000000,71131.91420000,233839439.84519900
"08/09/2021, 10:00:00",3361.26000000,3393.67000000,3332.83000000,3373.22000000,34539.27550000,116142273.09584800
"08/09/2021, 11:00:00",3373.18000000,3404.40000000,3314.70000000,3393.88000000,32402.65590000,108835367.11045300
"08/09/2021, 12:00:00",3393.87000000,3455.00000000,3372.36000000,3406.26000000,34221.16430000,116899292.32898900
"08/09/2021, 13:00:00",3406.26000000,3453.28000000,3392.22000000,3405.27000000,28423.99620000,97350976.98312600
"08/09/2021, 14:00:00",3405.39000000,3445.40000000,3361.02000000,3406.14000000,30486.46170000,103848131.09748100
"08/09/2021, 15:00:00",3406.58000000,3423.40000000,3352.21000000,3376.01000000,29812.42380000,100880509.99261700
"08/09/2021, 16:00:00",3376.00000000,3439.99000000,3375.00000000,3419.35000000,29217.49040000,99722943.77889100
"08/09/2021, 17:00:00",3419.44000000,3498.82000000,3400.00000000,3489.52000000,32457.80150000,112253784.12341100
"08/09/2021, 18:00:00",3489.49000000,3489.88000000,3447.78000000,3478.67000000,19659.41500000,68231059.41576000
"08/09/2021, 19:00:00",3479.03000000,3536.16000000,3465.30000000,3536.15000000,25983.79370000,91016827.86525100
"08/09/2021, 20:00:00",3536.15000000,3544.61000000,3506.98000000,3523.14000000,21361.67060000,75281110.57044900
"08/09/2021, 21:00:00",3523.15000000,3523.99000000,3457.94000000,3471.25000000,24151.19710000,84026708.35594400
"08/09/2021, 22:00:00",3471.25000000,3491.00000000,3441.45000000,3459.26000000,14669.08250000,50906763.28187500
"08/09/2021, 23:00:00",3459.25000000,3560.00000000,3452.00000000,3535.85000000,32850.08460000,115941948.22460100
"09/09/2021, 00:00:00",3535.83000000,3550.94000000,3480.01000000,3499.00000000,26621.77500000,93566300.03059000
